,age,maritalstatus,education,vh14p,vh12g,vh12p,vh10g,vh10p,vh08g,vh08p,vh06g,vh06p,vh04g,vh04p,vh02g,vh02p,vh00g,vh00p,net_worth,home_owner_or_renter,g08_precinct_turnout,g10_precinct_turnout,g12_precinct_turnout,p08_precinct_turnout,p10_precinct_turnout,p12_precinct_turnout,vote_prob
26678,0.04938271604938271,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.64,0.52,0.6428571428571428,0.1,0.2,0.12,0.0
19975,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48,0.42,0.5714285714285716,0.09,0.17,0.11,0.0666666666666667
14499,0.6790123456790123,1.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.59,0.48,0.5714285714285716,0.12,0.2,0.13,0.4666666666666668
5650,0.4197530864197531,0.5,0.18181818181818182,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.625,0.0,0.71,0.62,0.6714285714285715,0.17,0.32,0.17,0.6666666666666663
10820,0.617283950617284,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.625,1.0,0.61,0.48,0.6142857142857143,0.12,0.22,0.12,0.6666666666666667
24400,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.68,0.65,0.8,0.16,0.29,0.21,0.06666666666666662
32526,0.25925925925925924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.68,0.62,0.7571428571428573,0.27,0.35000000000000003,0.22,0.06666666666666665
44616,0.037037037037037035,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.59,0.46,0.5714285714285716,0.11,0.18,0.12,0.13333333333333325
30320,0.35802469135802467,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.72,0.62,0.7428571428571429,0.15,0.26,0.17,0.06666666666666671
8861,0.3703703703703704,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.54,0.6428571428571428,0.17,0.32,0.24,0.13333333333333344
43248,0.5802469135802468,0.0,0.4545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.47,0.35000000000000003,0.5285714285714287,0.05,0.09,0.07,0.9333333333333331
31859,0.09876543209876543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.52,0.37,0.5142857142857145,0.09,0.11,0.11,0.0
44041,0.35802469135802467,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.63,0.5,0.7,0.06,0.15,0.12,0.46666666666666656
26306,0.46913580246913583,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.76,0.72,0.8142857142857143,0.22,0.41,0.25,0.4000000000000002
30592,0.48148148148148145,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.49,0.4,0.5428571428571429,0.07,0.13,0.12,0.13333333333333328
21615,0.6049382716049383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.63,0.61,0.7428571428571429,0.14,0.33,0.17,7.201810935139011e-17
48743,0.35802469135802467,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.68,0.58,0.6571428571428573,0.16,0.27,0.15,0.13333333333333325
20270,0.8641975308641976,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7000000000000001,0.62,0.7857142857142856,0.21,0.38,0.22,0.6666666666666665
24954,0.39506172839506165,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5700000000000001,0.45,0.6285714285714286,0.09,0.17,0.13,0.2666666666666667
29015,0.2962962962962962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48,0.34,0.5428571428571429,0.04,0.09,0.06,1.4851793352173311e-18
4706,0.3209876543209877,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.64,0.54,0.6571428571428573,0.16,0.26,0.23,0.3333333333333335
34958,0.7160493827160495,1.0,0.8181818181818182,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.5700000000000001,0.47,0.5714285714285716,0.12,0.21,0.13,0.26666666666666694
13406,0.4567901234567901,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.45,0.5,0.07,0.17,0.08,0.20000000000000023
8848,0.38271604938271603,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.59,0.46,0.5142857142857145,0.14,0.2,0.12,0.33333333333333337
31362,0.6049382716049383,1.0,0.4545454545454546,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.61,0.5,0.6571428571428573,0.12,0.21,0.15,0.3333333333333335
26761,0.44444444444444436,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.62,0.44,0.6285714285714286,0.06,0.15,0.09,0.13333333333333355
21177,0.30864197530864196,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,1.0,0.8200000000000001,0.8200000000000001,0.8571428571428572,0.43,0.59,0.42,0.1999999999999999
14666,0.06172839506172839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.62,0.5,0.5857142857142856,0.12,0.18,0.12,0.0
41036,0.12345679012345678,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.56,0.44,0.5,0.13,0.19,0.12,0.19999999999999987
18617,0.5555555555555556,0.0,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.66,0.53,0.6857142857142857,0.08,0.18,0.14,0.5333333333333331
15269,0.16049382716049382,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47,0.33,0.39999999999999997,0.1,0.14,0.1,0.0
33519,0.46913580246913583,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.68,0.56,0.6714285714285715,0.12,0.22,0.12,0.3333333333333335
47723,0.1728395061728395,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.62,0.56,0.5857142857142856,0.15,0.29,0.18,0.13333333333333325
27878,0.19753086419753085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.53,0.42,0.5571428571428572,0.06,0.15,0.1,0.06666666666666662
3728,0.24691358024691357,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.67,0.55,0.6714285714285715,0.13,0.26,0.18,0.06666666666666668
1834,0.5308641975308641,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.67,0.53,0.7142857142857144,0.1,0.2,0.11,0.7333333333333327
37853,0.38271604938271603,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.51,0.43,0.5,0.07,0.14,0.09,0.2666666666666666
1336,0.7530864197530864,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.62,0.52,0.6285714285714286,0.13,0.21,0.14,0.5333333333333332
39555,0.4197530864197531,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.54,0.43,0.6428571428571428,0.05,0.12,0.09,0.13333333333333336
21449,0.19753086419753085,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.52,0.35000000000000003,0.5857142857142856,0.04,0.1,0.05,0.06666666666666676
10098,0.7901234567901234,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.0,0.8200000000000001,0.78,0.8571428571428572,0.37,0.48,0.3,0.933333333333333
37864,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,0.51,0.6285714285714286,0.13,0.2,0.15,0.0
48045,0.7901234567901234,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.375,0.5,0.68,0.61,0.7428571428571429,0.22,0.35000000000000003,0.24,0.33333333333333365
23819,0.654320987654321,1.0,0.9090909090909092,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.63,0.54,0.6142857142857143,0.13,0.25,0.16,0.4
30873,0.16049382716049382,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.52,0.37,0.5285714285714287,0.05,0.12,0.07,0.0666666666666668
2200,0.2839506172839506,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.59,0.44,0.5714285714285716,0.07,0.14,0.08,0.39999999999999997
11682,0.7530864197530864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.51,0.41,0.35714285714285726,0.09,0.19,0.11,0.19999999999999987
16740,0.7901234567901234,1.0,0.4545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.58,0.42,0.5571428571428572,0.09,0.13,0.1,0.8666666666666665
9092,0.3209876543209877,0.0,0.09090909090909091,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.62,0.45,0.6142857142857143,0.08,0.11,0.1,0.4666666666666667
13831,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.65,0.51,0.5714285714285716,0.15,0.27,0.15,0.26666666666666694
4553,0.24691358024691357,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.73,0.67,0.7142857142857144,0.16,0.35000000000000003,0.3,0.2000000000000003
28820,0.34567901234567894,1.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.64,0.54,0.7142857142857144,0.09,0.2,0.1,0.3333333333333336
6322,0.34567901234567894,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.59,0.5,0.6428571428571428,0.13,0.18,0.14,0.1333333333333333
18820,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6900000000000001,0.64,0.8,0.16,0.26,0.17,0.0
9473,0.5185185185185186,0.0,0.4545454545454546,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.875,0.0,0.72,0.64,0.7857142857142856,0.21,0.29,0.28,0.4666666666666667
17545,0.4567901234567901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7000000000000001,0.62,0.7,0.13,0.24,0.18,6.727740612914306e-17
3667,0.3209876543209877,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7000000000000001,0.66,0.8142857142857143,0.22,0.4,0.23,0.06666666666666671
19187,0.617283950617284,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.53,0.6857142857142857,0.09,0.23,0.13,0.6666666666666665
12991,0.5308641975308641,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.77,0.72,0.8142857142857143,0.26,0.51,0.34,0.8666666666666666
6463,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.68,0.56,0.6857142857142857,0.15,0.24,0.14,1.704289661606955e-16
29116,0.5925925925925926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.375,1.0,0.62,0.52,0.5857142857142856,0.08,0.21,0.14,0.20000000000000007
44059,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.65,0.59,0.6285714285714286,0.23,0.38,0.26,0.13333333333333322
37583,0.5432098765432098,1.0,0.4545454545454546,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.55,0.5714285714285716,0.22,0.33,0.22,0.7999999999999998
39992,0.024691358024691357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.45,0.6142857142857143,0.1,0.15,0.09,0.0
26395,0.654320987654321,0.0,0.18181818181818182,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.72,0.6900000000000001,0.7571428571428573,0.21,0.45,0.29,0.933333333333333
41195,0.39506172839506165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.49,0.39,0.5428571428571429,0.06,0.14,0.07,0.19999999999999998
29511,0.8148148148148149,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.78,0.75,0.8,0.29,0.45,0.34,0.9999999999999998
16350,0.4938271604938271,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.61,0.47,0.6285714285714286,0.1,0.19,0.13,0.13333333333333333
18567,0.34567901234567894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49,0.31,0.38571428571428584,0.09,0.1,0.1,0.0
45537,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.55,0.41,0.5428571428571429,0.1,0.16,0.11,0.1333333333333333
33751,0.4197530864197531,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.74,0.63,0.7428571428571429,0.15,0.28,0.17,0.1333333333333336
13947,0.4197530864197531,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.64,0.58,0.6571428571428573,0.17,0.32,0.21,0.06666666666666665
35630,0.7037037037037037,0.0,0.4545454545454546,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.625,0.0,0.73,0.7000000000000001,0.7428571428571429,0.24,0.4,0.25,0.733333333333333
47578,0.037037037037037035,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.66,0.53,0.6571428571428573,0.07,0.19,0.1,2.3733460090176525e-18
14624,0.4938271604938271,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.6900000000000001,0.56,0.6857142857142857,0.11,0.21,0.15,0.1333333333333333
4507,0.09876543209876543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.46,0.5857142857142856,0.11,0.16,0.13,0.19999999999999998
16120,0.271604938271605,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,0.4857142857142858,0.09,0.14,0.1,3.1435257265549666e-17
22039,0.44444444444444436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.52,0.37,0.5285714285714287,0.05,0.12,0.07,0.2000000000000002
25908,0.2839506172839506,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.72,0.67,0.8142857142857143,0.28,0.42,0.29,0.3999999999999997
18195,0.34567901234567894,0.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.67,0.5700000000000001,0.6857142857142857,0.14,0.25,0.13,0.4666666666666665
1353,0.6419753086419753,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,0.24,0.2,0.05,0.07,0.06,3.6079583226949635e-17
8487,0.38271604938271603,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.52,0.33,0.5285714285714287,0.04,0.09,0.04,0.19999999999999982
7279,0.6049382716049383,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.56,0.43,0.4714285714285715,0.1,0.14,0.08,0.4666666666666667
31936,0.35802469135802467,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.61,0.46,0.6571428571428573,0.09,0.16,0.11,0.06666666666666671
30085,0.43209876543209874,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.375,1.0,0.72,0.61,0.6857142857142857,0.16,0.29,0.18,0.2666666666666667
36414,0.30864197530864196,1.0,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.8200000000000001,0.8200000000000001,0.8571428571428572,0.43,0.59,0.42,0.4666666666666666
6536,0.46913580246913583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.41,0.32,0.42857142857142855,0.05,0.09,0.07,0.3333333333333332
9394,0.19753086419753085,0.5,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5700000000000001,0.46,0.5857142857142856,0.11,0.16,0.13,0.33333333333333326
34332,0.6296296296296295,0.0,0.8181818181818182,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.7000000000000001,0.71,0.7857142857142856,0.21,0.38,0.35000000000000003,0.7333333333333333
10655,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.67,0.53,0.6714285714285715,0.09,0.17,0.11,0.3999999999999997
15430,0.30864197530864196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.8200000000000001,0.76,0.8285714285714285,0.32,0.39,0.3,0.4000000000000002
44613,0.35802469135802467,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.67,0.5700000000000001,0.6857142857142857,0.14,0.25,0.13,0.5333333333333332
40639,0.2962962962962962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.45,0.35000000000000003,0.4857142857142858,0.05,0.11,0.07,0.0
20826,0.5432098765432098,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.61,0.63,0.7,0.08,0.34,0.3,0.33333333333333337
17469,0.39506172839506165,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,0.46,0.5285714285714287,0.09,0.17,0.07,0.13333333333333336
44521,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.44,0.29,0.4142857142857143,0.04,0.09,0.07,0.0
23824,0.25925925925925924,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.74,0.62,0.7285714285714286,0.15,0.29,0.15,0.13333333333333333
18623,0.08641975308641975,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.59,0.46,0.5714285714285716,0.11,0.18,0.12,0.2
30283,0.6666666666666667,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.65,0.61,0.6571428571428573,0.32,0.42,0.27,0.6666666666666663
45949,0.35802469135802467,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.59,0.49,0.4428571428571429,0.12,0.19,0.1,0.26666666666666666
42844,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.31,0.21,0.18571428571428578,0.04,0.06,0.04,0.1333333333333332
33205,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.47,0.5857142857142856,0.12,0.19,0.11,1.5226655386358348e-17
22288,0.35802469135802467,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.73,0.7000000000000001,0.7428571428571429,0.24,0.4,0.25,4.0328922105881175e-17
43115,0.6790123456790123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6900000000000001,0.63,0.6428571428571428,0.3,0.4,0.24,0.3333333333333333
30156,0.4567901234567901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.65,0.5700000000000001,0.7142857142857144,0.09,0.24,0.12,1.7987716735656363e-17
43930,0.6790123456790123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.59,0.5999999999999999,0.18,0.31,0.18,0.39999999999999986
13127,0.5679012345679013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,0.43,0.6285714285714286,0.05,0.12,0.09,0.26666666666666666
